Course Code,Title,GERs,Description,Units,Grading,Component,Days,Time,Location,Instructors,Final Exam
MS&E319,Matching Theory,,"The theory of matching with its roots in the work of mathematical giants like Euler and Kirchhoff has played a central and catalytic role in combinatorial optimization for decades. More recently, the growth of online marketplaces for allocating advertisements, rides, or other goods and services has led to new interest and progress in this area. The course starts with classic results characterizing matchings in bipartite and general graphs and explores connections with other branches of mathematics, including game theory and algebraic graph theory. Those results are complemented with models and algorithms developed for modern applications in market design, online advertising, and ride sharing. May be repeated for credit. Prerequisite: 212, CS 261, or equivalent.",3,Letter or Credit/No Credit,LEC,"Tuesday, Thursday",4:30:00 PM - 5:50:00 PM,Shriram 108,Amin Saberi,Yes
MS&E324,"Stochastic Methods in Engineering (CME 308, MATH 228)",,"The basic limit theorems of probability theory and their application to maximum likelihood estimation. Basic Monte Carlo methods and importance sampling.  Markov chains and processes, random walks, basic ergodic theory and its application to parameter estimation. Discrete time stochastic control and Bayesian filtering. Diffusion approximations, Brownian motion and an introduction to stochastic differential equations. Examples and problems from various applied areas. Prerequisites: exposure to probability and background in analysis.",3,Letter or Credit/No Credit,LEC,"Monday, Wednesday, Friday",9:30:00 AM - 11:20:00 AM,,Peter Glynn,Yes
MS&E349,Financial Statistics,,"Topics in financial statistics with focus on current research: Time-series modeling, volatility modeling, high-frequency statistics, large-dimensional factor modeling and estimation of continuous-time processes. Prerequisites: 220, 226 or STATS 200, 221 or STATS 217, 245A, or equivalents.",3,Letter or Credit/No Credit,LEC,Wednesday,3:30:00 PM - 6:20:00 PM,,Markus Pelger,No
MS&E355,Influence Diagrams and Probabilistics Networks,,"Network representations for reasoning under uncertainty: influence diagrams, belief networks, and Markov networks. Structuring and assessment of decision problems under uncertainty. Learning from evidence. Conditional independence and requisite information. Node reductions. Belief propagation and revision. Simulation. Linear-quadratic-Gaussian decision models and Kalman filters. Dynamic processes. Bayesian meta-analysis. Limited Enrollment. Prerequisites: 220, 252, or equivalents, or consent of instructor.",3,Letter or Credit/No Credit,LEC,"Tuesday, Thursday",9:00:00 AM - 10:20:00 AM,Departmental Room,Ross Shachter,No
MS&E382,Meso-Organizational Theory (SOC 386),,"Doctoral research seminar, limited to Ph.D. students. Provides an overview of research on meso-level organizational theory. Topics include classic and contemporary research on work and occupations, sociology of professions and expertise, meso-level theories on roles, jurisdictional conflicts, status, and authority, occupational drivers of technology adoption and implementation in the workplace, and the importance of organizational practices in addressing (or worsening) inequality. The course covers both foundational research as well as more recent empirical scholarship on these topics. Students are expected to use this course to make progress on their research projects/papers.",3,Letter or Credit/No Credit,RES,Tuesday,1:30:00 PM - 4:20:00 PM,Departmental Room,Arvind Karunakaran,No
MS&E390,Doctoral Research Seminar in Health Systems Modeling (HRP 390),,"Restricted to PhD students, or by consent of instructor. Doctoral research seminar covering current topics in health policy, health systems modeling, and health innovation. May be repeated for credit.",1-3,Satisfactory/No Credit,RES,Wednesday,4:30:00 PM - 5:50:00 PM,Huang Engineering Center 203,Margaret Brandeau,No
MS&E408,Directed Reading and Research,,"Directed reading and research on a subject of mutual interest to student and faculty member. Available to undergraduate, master, and doctoral students. Student must clarify deliverables, units, and grading basis with faculty member before applicable deadlines. Prerequisite: consent of instructor",1-10,Letter or Credit/No Credit,INS,, - ,,Tom Byers,No
MS&E454,Decision Analysis Seminar,,Current research and related topics presented by doctoral students and invited speakers. May be repeated for credit. Prerequisite: 252.,1,Satisfactory/No Credit,SEM,, - ,,,
MS&E463,Healthcare Systems Design (PEDS 463),,"Students work on projects to analyze and design various aspects of healthcare delivery including hospital patient flow, clinical risk prediction, physician networks, clinical outcomes, reimbursement incentives, and community health. Students work in small teams under the supervision of the course instructor and partners at the Lucille Packard Children's Hospital, the Stanford Hospital, and other regional healthcare providers. Prerequisite: 263 and a mandatory meeting during the preceding Winter quarter to choose projects.",3-4,Letter (ABCD/NP),WKS,Friday,11:30:00 AM - 2:20:00 PM,,David Scheinker; Andrew Shin,No
MS&E472,Entrepreneurial Thought Leaders' Seminar,,"Learn about entrepreneurship, innovation, culture, startups and strategy from a diverse lineup of accomplished leaders and entrepreneurs in venture capital, technology, education, philanthropy and more. Open to all Stanford students. Required weekly assignment. May be repeated for credit.",1,Satisfactory/No Credit,COL,Wednesday,4:30:00 PM - 5:20:00 PM,NVIDIA Auditorium,Ravi Belani; Emily Ma,No
MS&E478,Ases Breakthrough,,"Eight-week long program designed to help audacious builders and aspiring VCs from across educational backgrounds (undergraduates, masters, PhD) break into the entrepreneurial world. We help students identify, evaluate, and capitalize on venture opportunities. Strong emphasis on project-based work, relationship-building, and international presence in venture capital, with the cohort split into teams, each assigned to a VC mentor to help with hands-on projects involving identifying entrepreneurial talent, world-building, due diligence, and more. Each VC mentor will have a concentration in an industry of their choice. This will help guide our students to focus on a series of two-week projects within a particular domain. It will be taught this Spring.",1,Satisfactory/No Credit,WKS,Thursday,5:30:00 PM - 6:50:00 PM,,Madeleine Udell,No
